titulo;preco;desc;erate;url;lat;lng;Quartos;WC's;Tam. do Lote (m²);Ano Construção;Casas de Banho;Total de Assoalhadas;Total m² ;Lugares de Estacionamento;Nº de Andar;Àrea de Construção (m²);Nº Pisos;Tamanho do Lote:;Volume cúbico (m³):
Moradia T3 Nova no Algueirão. FAZ PERMUTA!;210.000 €;  Excelente moradia com r/c e 1º andar. No piso térreo pode usufruir de uma excelente cozinha toda equipada com copa e acesso direto para a sala, despensa e casa de banho de serviço.Sala com acesso ao logradouro com 80m². O 1º andar é composto por casa de banho, 2 quartos com varandas e uma suite.Boa exposição solar, gás canalizado, som ambiente e aquecimento central em toda a casa.FAZ PERMUTA. Venha visitar ;B;http://www.remax.pt/Two-Family-House-For-Sale-Algueirao-Mem-Martins-Sintra_123291092-102;38.807066;-9.33973;3;;500,00;2006;3;4;173;;;;2;;
Andar Moradia ;95.000 €;Andar moradia com sala, cozinha, despensa, 3 quartos e 2 casas de banhoMoradia com isolamento térmico.Pavimentos da cozinha sala e corredor em grés cerâmico, pavimentos dos quartos em soalho maciço pregado e casas de banho com balcões de mármoreNão perca esta oportunidade!;B;http://www.remax.pt/Two-Family-House-For-Sale-Tabuadelo-Guimaraes_123201062-16;41.403159;-8.280275;3;;312,00;2013;2;4;184;;1º Andar;;;;
T4 Quinta de S. Jerónimo;450.000 €;Apartamento T4 Qta de S. Jerónimo - CoimbraConstituído por:- 1 suite com roupeiro- 2 quartos, roupeiros e varanda- 1 quarto com roupeiro- 2 Wc's- Wc social- Cozinha totalmente equipada- hall- Garagem com 50m2- LavandariaAcabamentos de alta qualidade.Aspiração centralRecuperador de calorTodas a divisões com acesso a varandasChão radiante nas casas de banhoInserido numa das urbanizações de renome nacionalVisite;A;http://www.remax.pt/Condo-Apartment-For-Sale-Santo-Antonio-dos-Olivais-Coimbra_123351019-274;40.212703;-8.406816;4;1;970,00;2011;3;5;175;;3º Andar;;;;
APARTAMENTO T4 COM EXCELENTES VISTAS;434.000 €;Último piso no Edifício Arrábida Lake Towers, com sala comum ampla, cozinha com marquise, 4 quartos com roupeiro sendo um deles suite.Duas casas de banho completas e um wc.Garagem para duas viaturas.Excelente qualidade de construção e ótimos acessos.Marque visita.;A;http://www.remax.pt/Condo-Apartment-For-Sale-Sao-Pedro-da-Afurada-Vila-Nova-de-Gaia_123571053-215;;;4;1;245,00;2008;2;5;175;;;;;;
;250.000 €;Para quem aprecia e dá valor a um imóvel construído utilizando os mais modernos métodos de construção (placas pré-fabricadas em betão) e que utiliza os materiais de acabamentos de maior qualidade, apresento esta lindíssima moradia. O conceito apresentado é o de uma mimosa moradia térrea de 3 assoalhadas, com apoveitamento do espaçoso sótão com mais 3 assoalhadas. A cozinha moderna está totalmente equipada com electrodomésticos encastrados "FAGOR". Possui painel solar para aquecimento das águas. Tem também ar condicionado. O lote tem 185 m2 onde poderá desfrutar de um aprazível alpendre com barbecue bem como de uma coluna de duche.;B;http://www.remax.pt/Two-Family-House-For-Sale-Santiago-Alcacer-do-Sal_123411020-165;38.372576;-8.511069;5;;185,00;2011;2;6;87;;;;;;
 Apartamento T3 NOVO com 140 m2 - Entre Quintas;190.550 €;ENTRE O VERDE E O AZUL DO MAR...Com vistas sobre o mar e sobre o porto de Leixões, o "Entre Quintas" é um local onde a modernidade e a história se fundem num ambiente exclusivo e de excelência.Pormenores de distinção:- Condomínio fechado- Piscina- Court de Tenis- Healt Club com sauna, banho turco, jacuzzi- Vigilância 24 horas- Cozinha mobilada e equipada- Duas suites com closet- Soalho pregado em madeira maciça de Garapa- Caixilharia em alumínio oscilobatente com vidro duplo- Estores eléctricos- Portas de entrada de segurança- Elevadores com variação de velocidade por variação de frequência, gerador para...;B;http://www.remax.pt/122431032-750;41.19435;-8.692117;3;1;140,00;2006;3;4;140;;Acima do 10º Andar;;;;
T2 Recente com Arrecadação e Parqueamento;102.500 €;Excelente apartamento de 3 assoalhadas com boas áreas, exposição solar e vista desafogada.Está equipada com janelas duplas de vidros duplos, aquecimento central, arrecadação no sótão e 1 lugar de parqueamento.Encontra-se localizado numa zona tranquila, mas servida de restaurantes, comércio e serviços. Junto dos acessos a Lisboa, praias da costa de Caparica, A2, Almada Forúm e Hospital Garcia de Orta. Não perca a oportunidade, agende já a sua visita!!;B;http://www.remax.pt/Condo-Apartment-For-Sale-Sobreda-ALMADA_120401162-8;;;2;1;272,00;2003;1;3;67;;3º Andar;;;;
T4 DUPLEX COM CONDIÇÕES ESPECIAIS DE FINANCIAMENTO AVEIRO;295.000 €;CONDIÇÕES ESPECIAIS DE FINANCIAMENTOPOSSIBILIDADE DE FINANCIAMENTO ATÉ 100%Apartamento novo T4, localizado na Alameda de Aveiro.Este apartamento é constituído por sala, cozinha, hall, quatro quartos, sendo um deles suite, lavandaria, três varandas, dois terraços, garagem e arrumo.AS FOTOGRAFIAS APRESENTADAS, CORRESPONDEM AO ANDAR MODELO.;A;http://www.remax.pt/Condo-Apartment-For-Sale-Vera-Cruz-Aveiro_123421030-45;40.640351;-8.637228;4;;255,00;2013;;5;195;;4º Andar;255,00;;;
Excelente Oportunidade T3 Jardins Cristo Rei;260.000 €;Desfrute de um moderno e harmonioso T3 inserido na tranquila e segura Urbanização Jardins Cristo Rei, a localização é de excelência e terá um acesso imediato à A1, A2, 2ª Circular, IC2, IC17, Parque das Nações, Aeroporto de Lisboa, Metro de Moscavide e Encarnação. O apartamento tem cozinha equipada, aquecimento Central e ar condicionado em todas as divisões, Suite, e uma Box para duas viaturas.;B;http://www.remax.pt/Condo-Apartment-For-Sale-Moscavide-Loures_123251051-10;38.775432;-9.107716;3;;810,00;2008;2;4;120;;R/C;;8;;
T1 COM CONDIÇÕES ESPECIAIS DE FINANCIAMENTO;112.500 €;CONDIÇÕES ESPECIAIS DE FINANCIAMENTOPOSSIBILIDADE DE FINANCIAMENTO ATÉ 100%Apartamento novo T1, localizado na Alameda de Aveiro.Este apartamento é constituído por sala, cozinha, hall, um quarto, lavandaria, varanda, garagem.AS FOTOGRAFIAS APRESENTADAS, CORRESPONDEM AO ANDAR MODELO.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Vera-Cruz-Aveiro_123421030-46;40.640351;-8.637228;1;;94,00;2013;;2;64;;3º Andar;94,00;;;
Casal de Cavaleira, Algueirão Mem Martins, Sintra;155.000 €;Apartamento novo a estrear, bem localizado, perto do comercio, transportes, escolas e etc. Bons acessos a IC 16, IC 19, IC 30. Garagem/Parqueamento. Condições especiais de financiamento. ;B;http://www.remax.pt/Condo-Apartment-For-Sale-Algueirao-Mem-Martins-Sintra_123291006-1103;38.808485;-9.351497;2;;171,00;2008;1;3;171;;6º Andar;;;;
FANTÁSTICO T3 DUPLEX NA PRAIA DA MADALENA  ;185.000 €;T3 Duplex a 200 mts das praias da Madalena, em condomínio fechado, muito bonito e de um conforto a todos os níveis, fantástico.Com imensa área verde, piscina exterior, balneários, parque infantil, court de ténis e mais um campo de jogos.Situado muito próximo da praia com vistas extraordinárias e muito boa exposição solar(poente/sul).O apartamento é um duplex, com cozinha equipada, sala com lareira, 2 casas de banho completas com luz natural, mais um wc de serviço, os quartos têm todos roupeiros.Toda a casa tem soalho de madeira maciça, possui aquecimento central, caixilharia dupla e vidros duplos, o que a torna muito agradável, mesmo no inverno.Tem ainda varandas em...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Madalena-(Gaia)-Vila-Nova-de-Gaia_123631074-49;41.10801;-8.657624;3;1;150,00;2003;2;4;133;;;;;;
T2 - CAVALEIRA;102.500 €;Apartamento novo a estrear, bem localizado, perto do comercio, transportes, escolas e etc. Bons acessos a IC 16, IC 19, IC 30. Garagem/Parqueamento. Condições especiais de financiamento. ;B;http://www.remax.pt/Condo-Apartment-For-Sale-Algueirao-Mem-Martins-Sintra_123291006-1101;38.808485;-9.351497;2;;78,00;2008;1;3;78;;5º Andar;;;;
DUPLEX T2 - CAVALEIRA;125.000 €;Duplex com duas frentes,  novo a estrear, bem localizado, perto do comercio, transportes, escolas e etc. Bons acessos a IC 16, IC 19, IC 30. Garagem/Parqueamento. Condições especiais de financiamento. ;B;http://www.remax.pt/Condo-Apartment-For-Sale-Algueirao-Mem-Martins-Sintra_123291006-1100;38.808485;-9.351497;2;;115,00;2008;1;3;115;;5º Andar;;;;
T2 Novo - 100% FINANCIAMENTO GARANTIDO;130.000 €;T2 Novo em Caxias - Oeiras com 100% FINANCIAMENTO GARANTIDO. Vista desafogada, bons acabamentos, quartos com roupeiro, sala de 26,40m2 com acesso ao terraço de 27,20m2, cozinha de 14,20m2 e parqueamento para uma viatura com portões automáticos. Zona calma com transportes, comércio e serviços nas imediações. VENHA VISITAR ESTA OPORTUNIDADE!;B;http://www.remax.pt/Condo-Apartment-For-Sale-Caxias-Oeiras_123761001-35;38.712633;-9.271867;2;;143,00;2012;1;3;143;2;R/C;75,00;3;;
T2 Qta São Jerónimo;275.000 €;Apartamento T2 Qta de S. Jerónimo - CoimbraConstituído por:- Sala com recuperador de calor e varanda- 1 suite com roupeiro e varanda- quarto com roupeiro e varanda- 1 Wc- Cozinha totalmente equipada- hall- Garagem com 50m2- LavandariaAcabamentos de alta qualidade.Aspiração centralRecuperador de calorTodas a divisões com acesso a varandasChão radiante nas casas de banhoInserido numa das urbanizações de renome nacionalVisite;A;http://www.remax.pt/Condo-Apartment-For-Sale-Santo-Antonio-dos-Olivais-Coimbra_123351019-275;40.212641;-8.406939;2;1;970,00;2011;1;3;112;;1º Andar;;;;
T2 NOVA CARNAXIDE - OFERTA DE 500€ PARA DESPESAS ;154.000 €;OFERTA DE 500€ PARA DESPESA DE ESCRITURAS.Excelente T2 localizado em Nova Carnaxide, encontra-se numa zona calma, central e muito perto das principais vias de acesso(A5, IC17), assim como, próximo de praias e de um espaço verde "Estádio Nacional"(desporto e lazer).Apartamento com todos os requisitos de bem arquitectado, muita luminosidade e exposição solar.Com excelentes áreas e acabamentos, divisão da área social da parte privativa, sala com 26m2, suite com 17m2, roupeiro e varanda com 9,80m2, casa banho da suite com 6,90 m2 e com banheira de hidromassagem, quarto com 14,50m2 com roupeiro, cozinha com 13 m2, equipada com electrodomésticos de encastre Siemens ( placa,...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Carnaxide-Oeiras_123171090-6;38.720321;-9.23227;2;;682,00;2001;2;3;110;;2º Andar;;;;
Apartamento em empreendimento em Montemor-o-Velho;76.000 €;Apartamento inserido num empreendimento localizado em Montemor-o-Velho, próximo de várias superfícies comerciais e a 2 minutos da entrada para a A14.O empreendimento conta com espaço exterior ajardinado, estacionamento exterior e garagens individuais com porta seccionada eléctrica com comando para cada unidade habitacional. Os prédios apresentam três pisos e são servidos por dois elevadores.O acesso aos blocos de apartamentos é feito exteriormente através de uma galeria a um nível superior.O apartamento tem boa exposição solar, áreas com dimensões interessantes, aspiração e aquecimento centrais. Os pavimentos dos quartos e respectivo acesso são revestidos com soalho flutuante de...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Montemor-o-Velho-Montemor-o-Velho_123351002-300;;;2;;9.974,00;2008;1;3;101;;2º Andar;;;;
MORADIA EM BANDA A 2KM CENTRO LOUSADA;110.000 €;Moradia T3 com acabamentos modernos e áreas amplas.Garagem individual para 2 carros.Suite, todos os quartos com roupeiros embutidos.Cozinha mobilada e equipada com placa, forno e exaustor.Pré-instalação de ar condicionado.Painel solar e Gás Natural.Terraço com 30m2.Em frente à Quinta da Tapada!;B;http://www.remax.pt/Two-Family-House-For-Sale-Casais-Lousada_122211058-36;41.25942;-8.301802;3;1;290,00;2011;2;5;210;;;;;;
***PENTHOUSE COM EXCELENTES ACABAMENTOS***;308.000 €;  Localizado numa urbanização nova em Montenegro!Principais características:- Dois terraços e uma varanda,- Ar condicionado em todas as divisões incluindo cozinha,- Vidros duplos,- Persianas eléctrica,- Portas de correr nas zonas de acesso a sala e quartos,- Todos os quartos com roupeiros,- Duas suites,- Cozinha equipada,- Arrumação nos terraços,- Consola Domótica,- Acabamentos de Luxo.;A+;http://www.remax.pt/Penthouse-For-Sale-Montenegro-Faro_123561012-140;37.03149;-7.96468;4;1;300,00;2011;3;5;300;;3º Andar;;;;
Apartamento em empreendimento em Montemor-o-Velho;77.000 €;Apartamento inserido num empreendimento localizado em Montemor-o-Velho, próximo de várias superfícies comerciais e a 2 minutos da entrada para a A14.O empreendimento conta com espaço exterior ajardinado, estacionamento exterior e garagens individuais com porta seccionada eléctrica com comando para cada unidade habitacional. Os prédios apresentam três pisos e são servidos por dois elevadores.O acesso aos blocos de apartamentos é feito exteriormente através de uma galeria a um nível superior.O apartamento tem boa exposição solar, áreas com dimensões interessantes, aspiração e aquecimento centrais. Os pavimentos dos quartos e respectivo acesso são revestidos com soalho flutuante de...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Montemor-o-Velho-Montemor-o-Velho_123351002-305;40.185302;-8.672415;2;;9.974,00;2008;1;3;103;;3º Andar;;;;
Apartamento em empreendimento em Montemor-o-Velho;69.500 €;Apartamento inserido num empreendimento localizado em Montemor-o-Velho, próximo de várias superfícies comerciais e a 2 minutos da entrada para a A14.O empreendimento conta com espaço exterior ajardinado, estacionamento exterior e garagens individuais com porta seccionada eléctrica com comando para cada unidade habitacional. Os prédios apresentam três pisos e são servidos por dois elevadores.O acesso aos blocos de apartamentos é feito exteriormente através de uma galeria a um nível superior.O apartamento tem boa exposição solar, áreas com dimensões interessantes, aspiração e aquecimento centrais. Os pavimentos dos quartos e respectivo acesso são revestidos com soalho flutuante de...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Montemor-o-Velho-Montemor-o-Velho_123351002-306;40.185302;-8.672415;2;;9.974,00;2008;1;3;103;;3º Andar;;;;
* * * O SEU PEQUENO GRANDE OÁSIS!!! * * *;385.000 €;Moradia MODERNA unifamiliar distribuída em 3pisos situada em pequeno condominio de 12moradias no Belas Golf Residence. Salientando alguns dos muitos pormenores que fazem toda a diferença de luxo que esta FABULOSA MORADIA proporciona... jardim privativo com saída direta e exclusiva para a piscina, alpendre e zona de refeiçoes, alarme total ou parcial com 2 comandos, sistema de som e intercomunicador em todas as divisões,aquecimento central com controle de temperatura, pré-instalação de ar condicionado, aspiração central em todas as assoalhadas, área de arrumos com tabua de passar a ferro embutida e lavatório, escadas protegidas para crianças com portas com...;A;http://www.remax.pt/Two-Family-House-For-Sale-Belas-Sintra_122481141-31;38.771467;-9.24978;3;1;268,00;2007;2;4;245;;;;3;;
Queijas - Apartamento de Excelência;280.000 €;Queijas - OeirasT3 a estrear.Junto ao Estádio Nacional, saída A5, Crel e Marginal. Apartamento com áreas amplas e acabamentos de óptima qualidade.Equipado - aquecimento central - alarme - musica ambiente - vídeo porteiro - vidros duplos, porta blindada. Excelente vista desafogada para o rio e óptima exposição solar, nascente-poente.Excelente apartamento T3 virado a nascente com áreas excelentes.Equipado - aquecimento central - alarme - musica ambiente - vídeo porteiro - vidros duplos.Este apartamento usufrui de terraço privativo de 50 m2 com vista fantástica.Cozinha totalmente equipada com 14.20, estendal interior de 4 m2 e despensa de 2 m2.Quartos...;A;http://www.remax.pt/Condo-Apartment-For-Sale-Queijas-Oeiras_121801073-208;38.720123;-9.255574;3;;284,00;2004;2;4;142;;R/C;140,00;6;;
D. PEDRO V – QUALIDADE DE VIDA PARA TODA A FAMÍLIA;152.500 €;Apartamento T2 Duplex com áreas generosas, varandas, arrecadação e dois lugares de estacionamento. Composto por som ambiente, aspiração central, sistema de incêndio, caldeira, Estores térmicos elétricos e ar condicionado. Cozinha equipada com mobiliário em Madeira de Cerejeira e eletrodomésticos marca Whirpool. Todos os quartos têm roupeiros encastrados em Cerejeira.Uma Casa de Banho com cabine de hidromassagem com rádio e luz interior. E outra com banheira. Ambas com toalheiros elétricos.Fachada do prédio em pedra Granito. Todo o requinte pertinho do acesso à A1, A10 e CREL. Marque hoje mesmo a sua visita!!;B;http://www.remax.pt/Condo-Apartment-For-Sale-Carregado-Alenquer_122601018-483;39.02276;-8.976301;2;1;122,00;2008;1;3;228;;;;;;
T3 em condomínio com Piscina;405.000 €;T3 na Urbanização Cristo Rei, em condomínio com piscina e com acesso a um enorme terraço com uma vista deslumbrante para a Ponte Vasco da Gama. 3 quartos com acesso a 3 varandas, sendo um deles suite, a Cozinha dispõe de generosos espaços de arrumação. Possuí isolamento térmico e acústico, domótica, aquecimento Central e Box para três Carros. ;B;http://www.remax.pt/Condo-Apartment-For-Sale-Moscavide-Loures_123251051-15;;;3;;802.000,00;2007;2;4;150;;;;;;
Excelente T3 NOVO;154.000 €;Excelente T3 NOVO com 120,65m2. Dispõe de cozinha equipada com forno, placa, exaustor, frigorífico, caldeira, máquina lavar louça e roupa (móveis a escolher). Sala com pavimento flutuante e varanda, suite e quartos com roupeiro e dois WC's. Este imóvel oferece ainda, vidros duplos, vídeo porteiro, porta blindada, AC, gás canalizado e TVCabo. Arrecadação com 6,95m2 e parqueamento para duas viaturas. Localização sossegada, próximo do hipermercado, hospital de Loures, serviços, comércio e transportes. Bons acessos rodoviários (IC22).FOTOS MODELO.;B;http://www.remax.pt/Condo-Apartment-For-Sale-Santo-Antonio-dos-Cavaleiros-Loures_123841003-68;38.809008;-9.167499;3;;;2009;2;4;121;;1º Andar;;;;
D. PEDRO V – QUALIDADE DE VIDA PARA TODA A FAMÍLIA;160.000 €;Apartamento T3 com áreas generosas, varandas, arrecadação e dois lugares de estacionamento. Composto por som ambiente, aspiração central, sistema de incêndio, caldeira, Estores térmicos elétricos e ar condicionado. Cozinha equipada com mobiliário em Madeira de Cerejeira e eletrodomésticos marca Whirpool. Todos os quartos têm roupeiros encastrados em Cerejeira.Uma Casa de Banho com cabine de hidromassagem com rádio e luz interior. E outra com banheira. Ambas com toalheiros elétricos.Fachada do prédio em pedra Granito. Todo o requinte pertinho do acesso à A1, A10 e CREL. Marque hoje mesmo a sua visita!!;B;http://www.remax.pt/Condo-Apartment-For-Sale-Carregado-Alenquer_122601018-482;39.02276;-8.976301;3;1;156,00;2008;1;4;156;;;;;;
Apartamento VIP;350.000 €;  Apartamento VIP de 6 assoalhadas, a estrear com áreas fantásticas e acabamentos de excelente qualidade. 2 suites, closet, 2 salas…Varandas de áreas generosas, com exposição solar e vistas panorâmicas sobre a cidade e zona limítrofes. Aquecimento a gás natural e com recuperador de calor. Pré-instalação de ar condicionado e aspiração central.Inserido num condomínio fechado equipado com corte de ténis, ginásio, salão para eventos, parque infantil e espaços verdes.;A;http://www.remax.pt/Condo-Apartment-For-Sale-Agueda-Agueda_123381001-815;;;4;1;385,00;2012;3;6;295;;4º Andar;;;;
T1 Jardins Cristo Rei com Terraço de 26m2;176.000 €;T1 com 84,25m2, na Urbanização Cristo Rei, iluminação a LED em todo o imóvel,  a 100m da estação de metro de Moscavide, excelentes acessos. Possibilidade de venda com arrendatário (valor de renda 650€/mês).;A;http://www.remax.pt/Condo-Apartment-For-Sale-Moscavide-Loures_123251051-16;;;1;;681,00;2011;1;2;84;;R/C;;;;
Magníficos apartamentos T2 Novos;98.000 €;Magníficos apartamentos T2 Novos, boas áreas, quartos com roupeiro, lareira com recuperador, no centro da Vila de Monte Real, muito perto da Praia da Vieira, Pedrogão, e das famosas termas de Monte Real.Acabamentos de qualidade.Perto de todos serviços.Zona calma.Excelente localização.Visite e surpreenda-se! Contacte-me!;B;http://www.remax.pt/Condo-Apartment-For-Sale-Monte-Real-Leiria_123121048-45;39.916775;-8.632141;2;;;2009;;3;74;;;;;;
 Apartamento T3 NOVO com 145 m2 - Entre Quintas;189.520 €;ENTRE O VERDE E O AZUL DO MAR...Com vistas sobre o mar e sobre o porto de Leixões, o "Entre Quintas" é um local onde a modernidade e a história se fundem num ambiente exclusivo e de excelência.Pormenores de distinção:- Condomínio fechado- Piscina- Cozinha mobilada e equipada- Soalho pregado em madeira maciça de Garapa- Caixilharia em alumínio oscilobatente com vidro duplo- Estores eléctricos- Portas de entrada de segurançaINVISTA NUM FUTURO COM QUALIDADE DE VIDA!;B;http://www.remax.pt/122431032-759;41.194156;-8.690872;3;1;145,00;2006;3;4;145;;1º Andar;;;;
Excelente apartamento!!!;185.000 €;T2 com muito boas áreas, situado no final da 2ª circular de frente para a Quinta Grande. Dispõe de estacionamento para 1 viatura e arrecadação com muito boa área.Excelente vista e boa disposição solar.Financiamento a 100%;B;http://www.remax.pt/Condo-Apartment-For-Sale-Amadora-Amadora_120181213-10;38.747345;-9.229569;2;;15.280,00;2010;2;3;109;1;4º Andar;15.280,00;;;
Condominio Privado A+;320.000 €;Compre a sua casa em Condomínio Privado, categoria A+.O Monsanto Palms é um empreendimento energeticamente eficiente, construido com os mais avançados materiais que possibilitam a optimização e aproveitamento energético.Inserido no bairro histórico do Calhariz de Benfica, está localizado no coração desta zona tradicional de Lisboa, tendo à sua frente o magnífico Parque Natural de Monsanto.Disponiveis apartamentos T2 e T3.Todas as frações têm 1 parqueamento para 2 viaturas.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Benfica-Lisbon_121491187-160;38.743243;-9.198716;3;;4.390,00;2011;3;4;135;;;;;;
;184.000 €;  Pelo traço do Arquiteto David Antunes nasceu na Castanheira do Ribatejo o projecto residencial "Quinta das Laranjeiras" com o rio Tejo como pano de fundo, é já considerado uma referência arquitectónica.O edificio é composto por 19 apartamentos de várias tipologias, todos eles com caracteristicas únicas.O empreendimento dispõe de uma agradável zona de lazer onde poderá desfrutar de uma piscina, court de ténis e agradáveis espaços verdes.Venha conhecer a sua nova casa e deixe-se levar pela enorme onda de tranquilidade e conforto da Quinta das Laranjeiras.ACEITAM-SE PERMUTAS;B;http://www.remax.pt/Condo-Apartment-For-Sale-Castanheira-do-Ribatejo-Vila-Franca-de-Xira_122601026-238;38.993368;-8.973458;3;;116,00;2010;2;4;116;;3º Andar;;;;
D. PEDRO V – QUALIDADE DE VIDA PARA TODA A FAMÍLIA;150.000 €;Apartamento T2 Duplex com áreas generosas, varandas, arrecadação e dois lugares de estacionamento. Composto por som ambiente, aspiração central, sistema de incêndio, caldeira, Estores térmicos elétricos e ar condicionado. Cozinha equipada com mobiliário em Madeira de Cerejeira e eletrodomésticos marca Whirpool. Todos os quartos têm roupeiros encastrados em Cerejeira.Uma Casa de Banho com cabine de hidromassagem com rádio e luz interior. E outra com banheira. Ambas com toalheiros elétricos.Fachada do prédio em pedra Granito. Todo o requinte pertinho do acesso à A1, A10 e CREL. Marque hoje mesmo a sua visita!!;B;http://www.remax.pt/Condo-Apartment-For-Sale-Carregado-Alenquer_122601018-484;39.02276;-8.976301;2;1;120,00;2008;1;3;228;;;;;;
Apartamento T3 1ª linha California;350.000 €;Situado na 1ª linha da praia - Califórnia.Junto ao hotel Sesimbra SPA no condomínio mais nobreda vila. Parqueamento para duas viaturas. ;B;http://www.remax.pt/Condo-Apartment-For-Sale-Sesimbra-(Santiago)-Sesimbra_123941005-1;38.441775;-9.095639;3;1;1.200,00;2006;2;4;160;;3º Andar;;;;
Apartamento Novo com Financiamento a 100%;220.000 €;Apartamentos com excelentes áreas e alta qualidade de construção, em prédio de arquitectura moderna, situado na Nova Azeda, em Setúbal.Fáceis acessos á A1 e a zonas comerciais, a 2 minutos do futuro Centro Comercial Alegro de Setúbal.Condições especiais de financiamento a 100%! Pormenores Técnicos: - Caixilharia em alumínio lacado á côr natural c/rotura térmica e vidro duplo,- Estores das janelas em alumínio termolacado e das varandas e terraço, com estoresBrisa, com comando eléctrico,- Pré-instalação de ar condicionado em todas as divisões, incluindo na cozinha,- Aquecimento de águas sanitárias através de painéis solares individuais com  depósito...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Setubal-(Sao-Sebastiao)-Setubal_123411019-87;38.542094;-8.877329;3;;;2012;;4;170;;1º Andar;;;;
OPORTUNIDADE!! MORADIA A PREÇO DE APARTAMENTO!;98.000 €;Excelente moradia ao melhor preço de mercado, localizada no limite de Oliveira de Azemeis/Ul.Inserida num lote de terreno com 1021m2, dispõe de um pequeno pavilhão nas traseiras ideal para quem tiver uma pequena/media empresa.Atenção investidores rentabilidade garantida, moradia encontra-se arrendada por 650euros.Faça um bom negocio, contacte-me;B;http://www.remax.pt/Two-Family-House-For-Sale-Ul-Oliveira-de-Azemeis_122041021-326;40.830107;-8.492769;4;1;1.012,00;2007;1;5;204;;;;;;
APARTAMENTO T3 DUPLEX NO ANTAS PREMIÈRE, PORTO;500.000 €;Valor e qualidade. Estética e conforto. Segurança e tecnologia. Sonho e sedução...Este apartamento inserido no Edifício Antas Premier projeta e concretiza o que sempre desejou numa habitação. Inspirado na vivência própria das Antas, encarna uma personalidade contemporânea assente no rigor do projeto, na sua exclusividade e na qualidade de vida.Extremamente bem localizado, beneficia de acessibilidades com acesso às mais importantes vias da cidade do Porto, como a VCI e a Av. de Fernão Magalhães. Beneficia ainda de uma excelente rede de transportes, de onde se destaca a Estação de Metro do Estádio do Dragão.Este apartamento destaca-se, ainda, por estar circundado de todo o tipo de...;A;http://www.remax.pt/Condo-Apartment-For-Sale-Campanha-Oporto_123631051-337;41.165054;-8.583283;3;;215,00;2010;2;4;180;2;Duplex;;8;;
T1+1 AV. DA REPÚBLICA;94.000 €;Apartamentos T1+1, novos, localizados num edifício de R/c+9. Na cave tem espaços destinados a aparcamentos (como fracções autónomas). Cada apartamento tem os seguintes espaços: vestíbulo, sala, cozinha, casa de banho, quarto e arrumo. Imóvel de 3 frentes, com exposição solar nordeste/sudoeste.Inclui aquecimento, estores eléctricos, caldeira, iluminação, caixilharia dupla. Beneficia de umas áreas agradáveis e funcionais. A cozinha está totalmente equipada com electrodomésticos. Os Acabamentos são: cerâmicos rectificados, pavimento flutuante, cozinha com móveis em wengue, com balcão e chão em granito.O edifício,  dispõe de elevador e escadas independentes, com portas...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Matosinhos-Matosinhos_123631067-22;41.180268;-8.688974;1;;54,00;2013;;2;54;;;;;;
Excelente T3+1 Duplex Junto à Gare do Oriente;268.000 €;Para investir ou para morar! A escolha é sua! Apartamento T3+1 Duplex com pouco uso numa zona com excelente localização com acesso direto aos principais eixos viários da cidade de Lisboa. Proximidade de transportes públicos (autocarros, estação Oriente e metro à porta), junto a todos os serviços desde comércio, hospital, jardins, cinemas, museus, escolas, etc. Situado num 10º andar de um prédio com dois elevadores, garagem e com vista desafogada (vista rio e cidade), trata-se de um apartamento com dois quartos e WC completo num piso superior e cozinha, sala, quarto, escritório e WC completo no piso inferior. Com áreas agradáveis e acabamentos actuais é uma excelente oportunidade para...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Santa-Maria-dos-Olivais-Lisbon_122201269-307;38.769347;-9.101925;3;;6.044,00;2009;2;5;146;1;Acima do 10º Andar;;11;;
Apartamento Novo com Financiamento a 100%!;210.000 €;Apartamentos com excelentes áreas e alta qualidade de construção, em prédio de arquitectura moderna, situado na Nova Azeda, em Setúbal.Fáceis acessos á A1 e a zonas comerciais, a 2 minutos do futuro Centro Comercial Alegro de Setúbal.Condições especiais de financiamento a 100%! Pormenores Técnicos: - Caixilharia em alumínio lacado á côr natural c/rotura térmica e vidro duplo,- Estores das janelas em alumínio termolacado e das varandas e terraço, com estoresBrisa, com comando eléctrico,- Pré-instalação de ar condicionado em todas as divisões, incluindo na cozinha,- Aquecimento de águas sanitárias através de painéis solares individuais com  depósito...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Setubal-(Sao-Sebastiao)-Setubal_123411019-89;38.542006;-8.877398;3;;;2012;;4;150;;2º Andar;;;;
