titulo;preco;desc;erate;url;lat;lng;Quartos;Lugares de Estacionamento;WC's;Tam. do Lote (m²);Ano Construção;Total m² ;Casas de Banho;Total de Assoalhadas;Nº de Andar;Àrea de Construção (m²);Nº Pisos;Tamanho do Lote:
Fabuloso T2+1 Novo -Com terraço;260.000 €;O condomínio Villas São João situa-se em São João da Caparica, a 15 Km de Lisboa, a 1,5 km do campo de golfe dos Capuchos, a 10 km dos campos de golfe da Aroeira e a pouco mais de 1 km do centro da Costa da Caparica.Perfeito para quem quer morar numa zona exclusiva, tranquila, sem a confusão da cidade, poderá encontrar a 5 min. a pé as magnificas praias de São João da Caparica, eleitas no top 5 das melhores praias urbanas do mundo, com o seu extenso areal, ideais para o surf, encontra-se perto de supermercados, parque infantil, cafés, campos de ténis, e ciclovia.Apartamentos T2+1, T3 e T3+3 Duplex, com excelentes áreas e acabamentos de grande qualidade, cozinhas totalmente...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Costa-da-Caparica-ALMADA_120511154-13;38.662306;-9.240107;3;1;;;2013;170;2;4;R/C;100,00;5;
CONDOMÍNIO NOVO NAS AVENIDAS NOVAS;503.000 €;  Luxo de viver em qualidade no Centro de Lisboa.LB 21 é um condomínio exclusivo com jardim e piscina em plena zona das Avenidas Novas.Habitar neste empreendimento é tirar o máximo partido de tudo o que a cidade tem de bom.Envolvente rica em comércio, serviços (El Corte Inglês), espaços verdes (Parque Eduardo VII), espaços culturais (Fundação Calouste Gulbenkian) e próximo de uma excelente rede de transportes (Metro São Sebastião).12 apartamentos únicos, tipologias T1, T2, T3 e T3 Duplex,  acabamentos de elevada qualidade e Design com pormenores que marcam a diferença -  Projecto de interiores da autoria do Atelier de Arquitectura e Design de Nini Andrade...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Nossa-Senhora-de-Fatima-Lisbon_120181028-2174;38.732799;-9.15063;2;;;;2014;106;2;3;2º Andar;;;
CONDOMÍNIO NOVO NAS AVENIDAS NOVAS;513.000 €;  Luxo de viver em qualidade no Centro de Lisboa.LB 21 é um condomínio exclusivo com jardim e piscina em plena zona das Avenidas Novas.Habitar neste empreendimento é tirar o máximo partido de tudo o que a cidade tem de bom.Envolvente rica em comércio, serviços (El Corte Inglês), espaços verdes (Parque Eduardo VII), espaços culturais (Fundação Calouste Gulbenkian) e próximo de uma excelente rede de transportes (Metro São Sebastião).12 apartamentos únicos, tipologias T1, T2, T3 e T3 Duplex,  acabamentos de elevada qualidade e Design com pormenores que marcam a diferença -  Projecto de interiores da autoria do Atelier de Arquitectura e Design de Nini Andrade...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Nossa-Senhora-de-Fatima-Lisbon_120181028-2175;38.732799;-9.15063;2;;;;2014;106;2;3;3º Andar;;;
T2 - Com garagem e arrecadação - NOVO;250.000 €;T2 - No condomínio fechado da Villa Hortênsia no centro de Mem Martins. Com boas áreas, com arrecadação de 97m2 com ligação ao apartamento e com casa de banho. Apartamento equipado com ar condicionado, aquecimento central, aspiração central, som ambiente, estores eléctricos. Cozinha totalmente equipada com placa de indução, frigorífico side by side, microondas, maquina de lavar roupa, maquina de secar roupa, maquina de loiça, caldeira a gás, forno com ventilação e churrasqueira. Prédio com painéis solares com termoacumulador. Parque infantil e jardim. Este condomínio fica a 800m da estação de comboios de Algueirão-Mem Martins, 600m do centro de saúde e serviço de urgência, 350m do centro de...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Algueirao-Mem-Martins-Sintra_123291068-48;38.795984;-9.34901;2;;;1.633,00;2013;142;3;3;2º Andar;;;
Luxuoso Apartamento T4 novo em frente ao Mar ;529.000 €;Apartamento T4 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-33;41.128601;-8.666775;4;;;298,00;2014;298;3;5;;;3;
CONDOMÍNIO NOVO NAS AVENIDAS NOVAS;910.000 €;  Luxo de viver em qualidade no Centro de Lisboa.LB 21 é um condomínio exclusivo com jardim e piscina em plena zona das Avenidas Novas.Habitar neste empreendimento é tirar o máximo partido de tudo o que a cidade tem de bom.Envolvente rica em comércio, serviços (El Corte Inglês), espaços verdes (Parque Eduardo VII), espaços culturais (Fundação Calouste Gulbenkian) e próximo de uma excelente rede de transportes (Metro São Sebastião).12 apartamentos únicos, tipologias T1, T2, T3 e T3 Duplex,  acabamentos de elevada qualidade e Design com pormenores que marcam a diferença -  Projecto de interiores da autoria do Atelier de Arquitectura e Design de Nini Andrade...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Nossa-Senhora-de-Fatima-Lisbon_120181028-2178;38.732799;-9.15063;3;;;;2014;156;2;4;5º Andar;;;
T2 - parqueamento  - NOVO;220.000 €;Procura um lugar para viver com qualidade acima da média, o edifício "Miradouro Plaza" apresenta-se como uma  inovadora e distinta da restante oferta imobiliária na zona da Quinta Grande – Alfragide. No edifício "Miradouro Plaza" foi atingida a mais elevada qualidade funcional e estética. Os mais elevados padrões estão presentes na qualidade de construção, nos acabamentos interiores, na aplicação de isolamentos térmicos e acústicos, na fachada ventilada, nas cozinhas totalmente equipadas e no rigor em termos de sustentabilidade energética que permitem a obtenção da certificação energética A+.  Um apartamento eficiente a menos de 5 minutos de Lisboa. Viver na Quinta Grande é beneficiar de...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Alfragide-Amadora_123291068-40;38.73682;-9.224931;2;;;616,00;2011;100;2;3;1º Andar;;;
T2 - parqueamento  - NOVO;220.000 €;Procura um lugar para viver com qualidade acima da média, o edifício "Miradouro Plaza" apresenta-se como uma  inovadora e distinta da restante oferta imobiliária na zona da Quinta Grande – Alfragide. No edifício "Miradouro Plaza" foi atingida a mais elevada qualidade funcional e estética. Os mais elevados padrões estão presentes na qualidade de construção, nos acabamentos interiores, na aplicação de isolamentos térmicos e acústicos, na fachada ventilada, nas cozinhas totalmente equipadas e no rigor em termos de sustentabilidade energética que permitem a obtenção da certificação energética A+.  Um apartamento eficiente a menos de 5 minutos de Lisboa. Viver na Quinta Grande é beneficiar de...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Alfragide-Amadora_123291068-39;38.73682;-9.224931;2;;;616,00;2011;100;2;3;4º Andar;;;
Fabuloso T3 Novo - Junto à Praia de S. João;290.000 €;O condomínio Villas São João situa-se em São João da Caparica, a 15 Km de Lisboa, a 1,5 km do campo de golfe dos Capuchos, a 10 km dos campos de golfe da Aroeira e a pouco mais de 1 km do centro da Costa da Caparica.Perfeito para quem quer morar numa zona exclusiva, tranquila, sem a confusão da cidade, poderá encontrar a 5 min. a pé as magnificas praias de São João da Caparica, eleitas no top 5 das melhores praias urbanas do mundo, com o seu extenso areal, ideais para o surf, encontra-se perto de supermercados, parque infantil, cafés, campos de ténis, e ciclovia.Apartamentos T2+1, T3 e T3+3 Duplex, com excelentes áreas e acabamentos de grande qualidade, cozinhas totalmente...;A+;http://www.remax.pt/120511154-18;38.662306;-9.240107;3;1;;;2013;120;2;4;1º Andar;100,00;5;
Fabuloso T3 Novo - Junto à Praia de S. João;290.000 €;O condomínio Villas São João situa-se em São João da Caparica, a 15 Km de Lisboa, a 1,5 km do campo de golfe dos Capuchos, a 10 km dos campos de golfe da Aroeira e a pouco mais de 1 km do centro da Costa da Caparica.Perfeito para quem quer morar numa zona exclusiva, tranquila, sem a confusão da cidade, poderá encontrar a 5 min. a pé as magnificas praias de São João da Caparica, eleitas no top 5 das melhores praias urbanas do mundo, com o seu extenso areal, ideais para o surf, encontra-se perto de supermercados, parque infantil, cafés, campos de ténis, e ciclovia.Apartamentos T2+1, T3 e T3+3 Duplex, com excelentes áreas e acabamentos de grande qualidade, cozinhas totalmente...;A+;http://www.remax.pt/120511154-19;38.662306;-9.240107;3;1;;;2013;120;2;4;1º Andar;100,00;5;
Apartamentos NOVOS;277.500 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminusidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-82;38.696805;-9.2991;3;2;1;144,00;2012;144;2;4;5º Andar;;;
Apartamentos NOVOS;265.000 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-83;38.696805;-9.2991;3;;1;144,00;2012;144;2;4;3º Andar;;;
Apartamentos NOVOS;280.000 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminusidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-80;38.696805;-9.2991;3;2;1;148,00;2012;148;2;4;4º Andar;;;
Apartamentos NOVOS;267.500 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-81;38.696805;-9.2991;3;2;1;148,00;2012;148;2;4;2º Andar;;;
;155.000 €;Moradia semi-nova, com a área de 160m2 composta por 3 quartos sendo um deles em suite, 1 casa de banho comum, despensa e sala kitchenette com lareira. Magnífico terraço coberto onde pode tomar o pequeno-almoço e disfrutar da magnífica vista. No inverno pode saborear o entardecer junto à lareira que existe na mesmo. A propriedade abrange 5021m2 onde cada recanto é uma descoberta.Diversas árvores de fruto (laranjeiras, limoeiros, pessegueiros, ameixeiras e morangueiros) pode ainda descansar à sombra de um dos magníficos pinheiros.Existem duas casas em madeira, uma usada como "work shop", a outra como casa de arrumos. Existe ainda um alpendre para o carro.Tudo isto em plena...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Alferce-Monchique_122371065-40;37.343567;-8.470652;3;;;5.021,00;2007;161;2;4;;;;
Apartamentos NOVOS;285.000 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-87;38.696805;-9.2991;3;2;1;148,00;2012;148;2;4;3º Andar;;;
Apartamentos NOVOS;250.000 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-84;38.696805;-9.2991;3;2;1;144,00;2012;144;2;4;1º Andar;;;
Apartamentos NOVOS;267.500 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-85;38.696805;-9.2991;3;2;1;148,00;2012;148;2;4;1º Andar;;;
Apartamento com CONDIÇÕES ESPECIAIS DE FINANCIAMENTO;224.000 €;Venha conhecer este apartamento T2 duplex, área de 255 m2, inserido em magnifico condomínio privado com ginásio, piscina coberta, espaços de lazer infantil, jardins, e que usufrui de CONDIÇÕES ESPECIAIS DE FINANCIAMENTO. Localização de excelência: a 10 minutos de Lisboa, 5 minutos de Mafra e a 10 minutos das maravilhosas praias da Ericeira. Todos os apartamentos  primam pelos seus espaços amplos, luminosos e acabamentos de requinte. Estão equipados com aspiração central, ar condicionado, alarme, videoporteiro, som ambiente, tudo da mais elevada qualidade.Não perca esta oportunidade! FOTOS MODELO;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Milharado-Mafra_123851001-63;38.912841;-9.187874;2;;1;;2014;255;1;3;1º Andar;105,00;;
VIVER NA FOZ;525.000 €;Nascido no encontro da Rua do Carvalho com a Rua Diogo Botelho que lhe dá o nome, o Edifício Foz Diogo Botelho beneficia de uma localização privilegiada em pleno Porto, a desaguar na Foz. Com zonas verdes à sua volta, espaços abundante, amplas vistas e todos os serviços e comodidades de uma zona que desde sempre tem vindo a fixar os mais exigentes portuenses.Localizado junto à Universidade Católica, são imediatas as ligações do Edifício tanto à Praça do Império e Foz, para um lado, como à Rua Diogo Botelho, Campo Alegre e VCI, pelo outro.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Foz-do-Douro-Oporto_123571053-175;41.152228;-8.654504;3;;;155,00;2012;147;;4;7º Andar;;;
Apartamentos NOVOS;280.000 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-88;38.696805;-9.2991;3;2;1;144,00;2012;144;2;4;4º Andar;;;
Apartamentos NOVOS;292.500 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-89;38.696805;-9.2991;3;2;1;144,00;2012;144;2;4;6º Andar;;;
T3 NOVO C/FINANCIAMENTO 100% em frente ao METRO!;285.000 €;Excelente apartamento T3 de 3 frentes e 2 suites.Acabamentos de LUXO com garantia de 10 anos. Imóvel com condições especiais de financiamento até 100% (com spreeds a partir dos 2,00%), para mais detalhes não hesite em nos contactar.Edifício de arquitetura moderna com sala de condomínio na cobertura, com churrasqueira e zona de banhos de sol.Apartamento com acabamentos vanguardistas, iluminação embutida nas sancas, estores elétricos, aquecimento central, painéis solares, pré-instalação de domótica, janelas panorâmicas  (rotura térmica) na sala e varanda em deck.Portas das divisões pivotantes com fechaduras ocultas. Acabamentos em madeira maciça (RIGA), lacados em branco...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Matosinhos-Matosinhos_123571028-99;41.17955;-8.67366;3;;;194,00;2013;158;3;4;3º Andar;;5;
Viva num palácio na Lapa com o conforto actual;1.350.000 €;  Apartamento de tipologia de t3+1 (quarto de empregada), num palácio completamente remodelado a estrear. Este apartamento destina-se a quem procura exclusividade, qualidade, segurança e de extremo bom gosto.O apartamento em Duplex, possui 4 suites, cozinha equipada, ar condicionado, lareira rotativa na sala comum, terraço nos 2 pisos do apartamento, alarme e domótica.Inserido num condomínio fechado onde pode desfrutar de piscina, jardim e ginásio.Para um maior conforto, o apartamento dispõe de 4 estacionamentos e arrecadação.Se deseja centralidade, conforto e referência, o Palácio de Buenos Aires, na Rua com o mesmo nome, poderá ser a sua nova morada.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Lapa-Lisbon_121491276-154;38.722252;-9.139337;4;;1;2.000,00;2014;260;4;5;2º Andar;;;
 T2 NOVO COM TERRAÇO E BOX - ÚLTIMAS FRAÇÕES   ;205.000 €;Apartamento T2 NOVO com box para 1/2 carros e 3 varandas, em predio com elevador, DE EXCELENTE QUALIDADE DE CONSTRUÇÃO, CLASSE ENERGÉTICA A,  paineis solares VULCANO com termo cifão, ar condicionado DAIKIN, Janelas de aluminio termolacado e vidro duplo, estores termicos eléctricos, possui acessibilidade exterior para deficientes, cx de correio exterior, escada de acesso com chão de mármore branco, e suportes de corrimão em vidro duplo e aço inox. Portões automatizados, cozinhas equipadas com electromesticos SMEG e esquentador solar VULCANO. Visite já o seu novo Lar num sitio tranquilo e com excelente e repousante vista. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Barcarena-Oeiras_121241181-73;38.697406;-9.30831;2;;;;2010;169;2;3;R/C;;;
T2 NOVO COM BOX E VISTA MAR - ÚLTIMAS FRACÇÕES;199.000 €;Apartamento T2 NOVO com box para 1/2 carros e 3 varandas, em predio com elevador, DE EXCELENTE QUALIDADE DE CONSTRUÇÃO, CLASSE ENERGÉTICA A,  paineis solares VULCANO com termo cifão, ar condicionado DAIKIN, Janelas de aluminio termolacado e vidro duplo, estores termicos eléctricos, possui acessibilidade exterior para deficientes, cx de correio exterior, escada de acesso com chão de mármore branco, e suportes de corrimão em vidro duplo e aço inox. Portões automatizados, cozinhas equipadas com electromesticos SMEG e esquentador solar VULCANO. Visite já o seu novo Lar num sitio tranquilo e com excelente e repousante vista. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Barcarena-Oeiras_121241181-72;38.697406;-9.30831;2;;;;2010;107;2;3;1º Andar;;;
;525.000 €;Apartamento a estrear nos Olivais a 5 minutos do Aeroporto. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Santa-Maria-dos-Olivais-Lisbon_120611204-68;38.762724;-9.113448;2;;;147,00;2010;112;;3;;;;
T2 de luxo ao Amial e Hospital da Prelada;165.000 €;Apartamento de luxo com acabementos de lucopavimentos em sucupirafocos embutidoscozinha Bosch que pode ser personalizada, com placa, forno, frigorifico, Micro ondasAquecimento centralSuite enorme ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Paranhos-Oporto_122071062-146;;;2;;;156,00;2013;116;;3;;;;
Fabuloso T3 Novo -Com terraço;280.000 €;O condomínio Villas São João situa-se em São João da Caparica, a 15 Km de Lisboa, a 1,5 km do campo de golfe dos Capuchos, a 10 km dos campos de golfe da Aroeira e a pouco mais de 1 km do centro da Costa da Caparica.Perfeito para quem quer morar numa zona exclusiva, tranquila, sem a confusão da cidade, poderá encontrar a 5 min. a pé as magnificas praias de São João da Caparica, eleitas no top 5 das melhores praias urbanas do mundo, com o seu extenso areal, ideais para o surf, encontra-se perto de supermercados, parque infantil, cafés, campos de ténis, e ciclovia.Apartamentos T2+1, T3 e T3+3 Duplex, com excelentes áreas e acabamentos de grande qualidade, cozinhas totalmente...;A+;http://www.remax.pt/120511154-17;38.662306;-9.240107;3;1;;;2013;170;2;4;R/C;100,00;5;
;450.000 €;Moradia T4 em Terroso inserida num lote de 3272m2, como nova, com 4 frentes.Possui uma suite, estores elétricos, bomba de calor, lavandaria, despensa, garagem para duas viaturas, jardim.No piso superior está situado apenas o escritório.Venha conhecer!!! CR;A+;http://www.remax.pt/Two-Family-House-For-Sale-Terroso-Povoa-de-Varzim_122131221-3;41.407639;-8.741552;4;;1;3.272,00;2013;318;2;6;;;;
Excelente Oportunidade;429.000 €;Moradia V3 Ampliada, Reconstruida e Modificada com acesso desafogado por Rampa descendente pela frente, Cave com um Quarto Tipo "Pluma" com 1 Divisão com janela para Arrecadação, Arrecadação para Máquinas do elevador que dá acesso até ao 1ºAndar, R/C com sala Ampla e varanda, vestíbulo e casa de Banho, Cozinha e despensa. A Cozinha dá acesso a Logradouro ajardinado com Churrasqueira, 1º Andar conta com uma Suite com vista para o Rio Tejo, mais dois Quartos um com varanda com Vista para o Rio, Ponte Vasco da Gama. Acesso ao Sótão por Escadas em caracolA Moradia detém também Ar Condicionado na sala e Quartos, Estores Eléctricos, Painéis Solares com contracto de Fornecimento de Energia...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Santa-Maria-dos-Olivais-Lisbon_120991366-12;38.771566;-9.119496;3;1;2;274,00;1950;255;1;4;;;3;
EXCELENTE DUPLEX COM VISTA MAR;209.700 €;DUPLEX situado numa zona calma. VISTA MAR  em várias varandas. Composto por 3 quartos em suite com ar condicionadoSala de grandes dimensões também com ar condicionadoCozinha totalmente equipada, eletrodomésticos da Marca SIEMENS, inclui máquina de lavar e máquina de secar roupa.Painéis SolaresAspiração centralSom ambienteLuz por sensores na escadas2 lugares de estacionamento na garagem;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Quelfes-Olhao_123561036-54;37.036354;-7.827396;3;;1;576,00;2011;192;3;4;;;;
Moradia de luxo com arquitectura moderna!;1.850.000 €;Moradia composta por três pisos em Belas Clube de Campo com piscina. Tem excelentes acabamentos, está implantada num lote com 2.133m2, com uma vista fantástica. Piso -1 tem uma garagem, uma suite e lavandaria, Piso 0 tem três suites, escritório e uma sala de jantar, Piso 1 tem uma suite com closet e terraço. A moradia possui elevador piscina.;A+;http://www.remax.pt/Two-Family-House-For-Sale-Belas-Sintra_123251067-25;;;5;;1;2.133,00;2012;448;5;8;;;;
Magnífica Moradia...;580.000 €;Grande oportunidade de adquirir uma moradia de charme. Áreas fabulosas e acabamentos de elevada qualidade, aliados a materiais únicos e harmoniosos.A moradia é dividida por 2 pisos, envolvida por um belo jardim e piscina refrescante. No piso térreo temos uma espaçosa sala e cozinha totalmente equipada (acesso a churrasqueira), escritório, garagem e casa de banho de apoio. O piso superior é composto por 3 suites, duas com varanda e a outra com um amplo terraço, para contemplar a vista sobre o jardim e piscina. Mais uma casa de banho de apoio.A moradia é toda equipada com Ar Condicionado, Aspiração Central e Painéis Solares. Com Pré-instalação de Aquecimento...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Castro-Marim-Castro-Marim_123371002-1128;37.176321;-7.487354;4;;;1.051,00;2013;492;4;5;;;;
Moradia de Charme...;620.000 €;Grande oportunidade de adquirir uma moradia de charme. Áreas fabulosas e acabamentos de elevada qualidade, aliados a materiais únicos e harmoniosos.A moradia é dividida por 2 pisos e cave com 200 m2. Envolvida por um belo jardim e piscina refrescante. No piso térreo temos uma espaçosa sala e cozinha totalmente equipada (acesso a churrasqueira), escritório, garagem e 2 casas de banho de apoio. O piso superior é composto por 3 suites (com varanda). Uma com amplo terraço, para contemplar a vista sobre o jardim e piscina.A moradia é toda equipada com Ar Condicionado, Aspiração Central e Painéis Solares. Com Pré-instalação de Aquecimento Central.Apenas a 1 km da...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Castro-Marim-Castro-Marim_123371002-1129;37.176321;-7.487354;4;;1;1.252,00;2013;490;4;5;;;;
T3  onde o requinte e a qualidade são a proposta;400.000 €;Na Quinta de Alvalade no Lumiar este fantástico T3 com Terraço e um jardim privativo de 68 m2 é uma proposta de excelência no mercado residencial. Grandes áreas, muita luz, cozinha equipada, aquecimento central, sistema de painéis solares, revestimento do chão a madeira natural, casas de banho revestidas a pedra natural banheiras e duches com hidromassagem termostática e box com 2 lugares de garagem.Venha visitar ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Lumiar-Lisbon_123441080-39;38.747178;-9.21978;3;3;1;935,00;2010;155;2;4;R/C;;11;
T4 *NOVO* Quinta da Parreirinha;240.000 €;T4 *NOVO* Quinta da ParreirinhaSerá esta a casa que procura?...Apartamento T4 com acabamentos de grande qualidade e excelentes equipamentos, dos quais destaco: ar condicionado, aquecimento central, som ambiente, estores eléctricos e cozinha totalmente equipada que garantem o seu bem-estar e conforto.Este imóvel tem um lugar de estacionamento mais uma Box!O Edifício Lux está a 5 minutos do Parque das Nações e pertíssimo do Eixo-Norte Sul.Venha conhecer o andar modelo! Marque já a sua visita. Espero por SI...;A+;http://www.remax.pt/120531172-8;38.801561;-9.204273;4;;;200,00;2012;147;3;5;3º Andar;;;
T4 *NOVO* Quinta da Parreirinha;250.000 €;T4 *NOVO* Quinta da ParreirinhaSerá esta a casa que procura?...Apartamento T4 com acabamentos de grande qualidade e excelentes equipamentos, dos quais destaco: ar condicionado, aquecimento central, som ambiente, estores eléctricos e cozinha totalmente equipada que garantem o seu bem-estar e conforto.Este imóvel tem um lugar de estacionamento mais uma Box!O Edifício Lux está a 5 minutos do Parque das Nações e pertíssimo do Eixo-Norte Sul.Venha conhecer o andar modelo! Marque já a sua visita. Espero por SI...;A+;http://www.remax.pt/120531172-9;38.801561;-9.204273;4;;;200,00;2012;147;3;5;5º Andar;;;
T2 - Box para 1 carro  - NOVO;225.000 €;Procura um lugar para viver com qualidade acima da média, o edifício "Miradouro Plaza" apresenta-se como uma  inovadora e distinta da restante oferta imobiliária na zona da Quinta Grande – Alfragide. No edifício "Miradouro Plaza" foi atingida a mais elevada qualidade funcional e estética. Os mais elevados padrões estão presentes na qualidade de construção, nos acabamentos interiores, na aplicação de isolamentos térmicos e acústicos, na fachada ventilada, nas cozinhas totalmente equipadas e no rigor em termos de sustentabilidade energética que permitem a obtenção da certificação energética A+.  Um apartamento eficiente a menos de 5 minutos de Lisboa. Viver na Quinta Grande é beneficiar de...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Alfragide-Amadora_123291068-28;38.73682;-9.224931;2;;;616,00;2011;100;2;3;3º Andar;;;
Apartamento condições especiais de financiamento;217.000 €;Venha conhecer este apartamento T2 duplex, área de 232 m2, inserido neste magnifico condomínio privado com ginásio, piscina coberta, espaços de lazer infantil, jardins, e que usufrui de CONDIÇÕES ESPECIAIS DE FINANCIAMENTO. Localização de excelência: a 10 minutos de Lisboa, 5 minutos de Mafra e a 10 minutos das maravilhosas praias da Ericeira. Todos os apartamentos  primam pelos seus espaços amplos, luminosos e acabamentos de requinte. Estão equipados com aspiração central, ar condicionado, alarme, videoporteiro, som ambiente, tudo da mais elevada qualidade.Não perca esta oportunidade! FOTOS MODELO.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Milharado-Mafra_123851001-60;38.912841;-9.187874;2;;;;2014;232;2;3;1º Andar;110,00;2;
